anio,codigo_depto,codigo_muni,codigo_evento,num_casos,porcentaje_mun
934323,31552,31752448,182220,882.0,0.05554435991737619
36253,18018,1358712,7730,19.0,0.0011965338304196684
1177867,12534,12816054,233269,766.0,0.048239206005340325
1097457,39785,40048235,217276,1205.0,0.07588543503451056
783214,1945,2137555,160666,531.0,0.03343997178699179
1349119,3350,3678300,265242,1096.0,0.06902110937578719
1151739,9724,10001992,211799,1079.0,0.06795052647488539
4613144,93931,93933291,864158,14417.0,0.9079172754294926
585865,7275,7416426,114066,409.0,0.02575696508640234
8055,4004,302232,1423,4.0,0.0002519018590357197
340262,4225,4307472,67440,219.0,0.013791626782205652
259733,3225,3288081,52362,153.0,0.009635246108116278
718809,5355,5530287,142768,496.0,0.03123583052042924
416801,5175,5276637,81998,275.0,0.01731825280870573
416793,3519,3621465,83270,271.0,0.017066350949670007
94680,611,634030,18724,50.0,0.003148773237946496
422820,9870,9966600,83940,248.0,0.01561791526021462
2014,1001,75554,616,1.0,6.297546475892992e-05
342244,2550,2633980,69850,220.0,0.013854602246964583
356358,15045,15084825,75306,203.0,0.012784019346062775
102667,1377,1402245,20812,51.0,0.0032117487027054263
366432,7462,7549906,75709,213.0,0.013413773993652074
239586,3213,3271429,50039,137.0,0.008627638671973399
740946,27968,28150896,148113,583.0,0.036714695954456145
324155,10948,11028178,65261,196.0,0.012343191092750264
2702219,72468,73136316,520152,4246.0,0.2673938233664164
589964,19924,20070500,117471,413.0,0.026008866945438056
181222,1350,1395000,38334,103.0,0.006486472870169782
197309,490,539098,39651,105.0,0.006612423799687642
366474,9464,9553180,77534,244.0,0.015366013401178902
334298,11288,11371332,67599,214.0,0.013476749458411003
493279,10045,10168235,95564,319.0,0.020089173258098645
1081353,46182,46353840,214409,846.0,0.053277243186054715
402651,17000,17046000,83680,240.0,0.01511411154214318
1167837,42340,42632320,230993,1133.0,0.07135120157186761
410780,10608,10711224,85562,286.0,0.018010982921053957
420765,3135,3240963,83870,267.0,0.01681444909063429
736974,25620,25805928,140995,564.0,0.035518162124036474
247624,1845,1907853,47238,152.0,0.009572270643357347
1314917,16325,16659989,254038,1398.0,0.08803969973298403
132819,6402,6435726,24638,73.0,0.004597208927401884
529547,4997,5131919,105187,347.0,0.021852486271348684
324164,6601,6684398,66926,193.0,0.012154264698473475
710706,7060,7242501,137932,534.0,0.03362889818126858
295957,3675,3751146,61042,189.0,0.011902362839437755
1302863,9705,10038852,252716,1174.0,0.07393319562698372
124836,930,962116,25334,67.0,0.004219356138848304
1179942,24026,24333064,227564,936.0,0.05894503501435841
1431605,17319,17692872,266625,1113.0,0.070091692276689
98626,3332,3357578,20044,54.0,0.0034006750969822154
948403,3768,4012920,176806,708.0,0.04458662904932238
199391,6732,6783876,41418,114.0,0.0071792029825180105
4244794,160208,161304160,807521,14278.0,0.8991636858280014
469153,16310,16431859,92580,296.0,0.01864073756864326
555783,20148,20291520,110672,421.0,0.026512670663509496
1642983,44064,44486688,319580,1811.0,0.11404856667842209
296024,7938,8014440,57685,165.0,0.010390951685223438
8059,376,379548,2248,5.0,0.00031487732379464965
44309,22022,1663002,11330,23.0,0.0014484356894553883
283901,3525,3598884,58685,173.0,0.010894755403294876
148979,1110,1148628,27691,85.0,0.005352914504509043
8050,388,391108,1131,4.0,0.0002519018590357197
4025,2002,151200,911,2.0,0.00012595092951785984
398698,4950,5054940,76168,260.0,0.01637362083732178
489300,6075,6205005,91960,317.0,0.019963222328580787
4528547,116948,116950249,877542,14579.0,0.9181193007204393
1339076,12635,12988780,267067,1236.0,0.07783767444203739
515431,3840,3975936,103611,379.0,0.02386770114363444
90601,675,698985,17810,49.0,0.003085797773187566
1141672,48195,48336750,226639,916.0,0.05768552571917981
362412,2700,2796660,74342,222.0,0.013980553176482443
1129574,10659,10949037,231532,833.0,0.05245856214418863
239660,5593,5657379,47546,134.0,0.008438712277696608
761138,7560,7767900,146667,529.0,0.03331402085747393
968437,8177,8437221,183544,922.0,0.05806337850773339
312100,775,859165,61796,198.0,0.012469142022268124
4975633,163086,163088471,931928,22498.0,1.4168220061464054
56373,28028,2116912,10632,31.0,0.0019522394075268275
438937,3270,3388156,87618,304.0,0.019144541286714695
914136,2270,2515614,176677,771.0,0.04855408332913497
229549,2166,2226762,48738,138.0,0.00869061413673233
2786868,94112,94869048,520626,4185.0,0.2635523200161217
350339,12702,12797178,67594,250.0,0.01574386618973248
1355151,12787,13155804,257052,1262.0,0.07947503652576957
446999,13986,14107656,89573,296.0,0.01864073756864326
239597,5593,5657855,49226,146.0,0.009194417854803768
